report_id,report_text,sif_label,risk_level,life_saving_rule,activity,location,hazard,barrier_failure,potential_consequence,source,expert_verified
1099,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1100,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1101,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1102,"Label missing on storage bin, corrected during audit",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1103,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1104,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1105,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1106,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1107,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1108,"Unlabeled bin found during safety walk, corrected on spot",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1109,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1110,"Fire extinguisher tag found slightly faded, replaced promptly",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1111,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1112,Worker stood below suspended crane load during lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
1113,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1114,Loose stationery observed on office desk,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1115,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1116,"Boxes stacked slightly above recommended height, corrected on observation",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1117,Driver showed signs of fatigue during long haul transport run,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1118,Roof access made without anchor point for fall arrest harness,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
1119,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1120,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1121,"Minor scrape while unpacking material crate, first aid applied",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1122,Minor slip near canteen entrance due to spilled water,0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1123,"Wet floor in canteen without warning sign, corrected quickly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1124,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1125,Pressure test conducted without verifying line isolation,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1126,"Pallet placed close to walkway, minor obstruction noted",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1127,Pressure test conducted without verifying line isolation,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1128,Employee entered vessel before oxygen levels were verified,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1129,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1130,Loose stationery observed on office desk,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1131,Worker pinched finger lightly while closing toolbox,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1132,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1133,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1134,Employee cleaned rotating equipment without stopping machine,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
1135,"Chair wheel slightly loose, reported for maintenance",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1136,Worker stood below suspended crane load during lifting operation,1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
1137,Skylight opening left uncovered near active roof work area,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
1138,Worker contacted overhead power line while operating boom lift nearby,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
1139,Worker entered unshored trench deeper than 1.5 meters,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1140,Employee requested footrest for ergonomic improvement,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1141,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1142,Skylight opening left uncovered near active roof work area,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
1143,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1144,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1145,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1146,"Boxes stacked slightly above recommended height, corrected on observation",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1147,Vessel cleaning started without a standby attendant at entry point,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
1148,Electrical maintenance started without power isolation,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
1149,Crane hook block swung uncontrolled near working personnel,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
1150,Minor documentation gap noted during routine audit,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1151,Crane hook block swung uncontrolled near working personnel,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
1152,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1153,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1154,Incompatible chemicals stored together causing reactive spill risk,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1155,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1156,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1157,Marine work continued despite deteriorating weather conditions,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
1158,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1159,Employee reported minor back discomfort from office chair,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1160,Paper waste bin overflowing near workstation,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1161,Ladder access missing for worker inside deep trench,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1162,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1163,"Tag line not used, worker exposed under suspended load near loading bay",1,Critical,Line of Fire,Lifting Operations,Loading Area,Suspended Load,Exclusion Zone Breach,Fatal Crushing,Synthetic,No
1164,"Minor labeling error found on stored material, corrected",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
1165,Worker reached into moving conveyor without lockout,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
1166,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1167,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1168,Worker entered unshored trench deeper than 1.5 meters,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1169,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1170,Truck reversed without spotter near active work zone,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1171,"Minor labeling error found on stored material, corrected",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
1172,Heavy debris dropped near active work zone without exclusion barrier,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1173,Worker entered tank without atmospheric gas testing,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1174,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1175,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1176,"Minor material spillage in warehouse aisle, cleaned immediately",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1177,Pressure test conducted without verifying line isolation,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1178,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1179,Worker handled corrosive chemical without proper PPE,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1180,Driver did not wear seatbelt during transport on plant road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1181,Sparks from grinding ignited nearby oily rags in work area,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
1182,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1183,Monitor height adjustment requested for workstation comfort,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1184,Worker stood in line of fire while pressure testing pipeline,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1185,Heavy debris dropped near active work zone without exclusion barrier,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1186,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1187,Employee entered vessel before oxygen levels were verified,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1188,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1189,Trench walls collapsed while worker was inside unsupported excavation,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1190,Worker climbed scaffold without securing safety harness,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
1191,"Chair wheel slightly loose, reported for maintenance",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1192,Truck reversed without spotter near active work zone,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1193,Driver did not wear seatbelt during transport on plant road,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1194,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1195,Employee exposed to acid fumes due to ventilation failure,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1196,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1197,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1198,Loader operated near pedestrian walkway without horn warning,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
1199,Truck reversed without spotter near active work zone,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1200,Rescue plan not in place before confined space entry began,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1201,Welding started near flammable material without hot work permit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
1202,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1203,Valve opened on pressurized line without depressurizing first,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1204,Incompatible chemicals stored together causing reactive spill risk,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1205,Minor housekeeping issue near office entrance,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1206,"Expired item found in store inventory, removed during check",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
1207,"Projector malfunction reported during toolbox talk, resolved quickly",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1208,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1209,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1210,Paper waste bin overflowing near workstation,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1211,Worker walked on unprotected edge at elevated platform,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
1212,"Floor mat displaced near canteen door, minor trip risk",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1213,"Minor clutter observed near store room shelving, cleared promptly",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
1214,Padlock and tag missing on isolated breaker during panel repair,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
1215,Employee requested footrest for ergonomic improvement,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1216,Scaffold used without completion tag or inspection sign-off,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
1217,"Pallet placed close to walkway, minor obstruction noted",0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1218,"Chair wheel slightly loose, reported for maintenance",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1219,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1220,Worker handled corrosive chemical without proper PPE,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1221,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1222,Diver lost communication with surface team during subsea operation,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
1223,Vehicle exceeded site speed limit near pedestrian crossing,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1224,Trench walls collapsed while worker was inside unsupported excavation,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1225,Worker walked behind reversing dumper without eye contact with operator,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
1226,Worker handled corrosive chemical without proper PPE,1,Critical,Chemical Handling,Chemical Handling,Chemical Storage,Corrosive Substance,PPE Not Worn,Chemical Burn,Synthetic,No
1227,Roof access made without anchor point for fall arrest harness,1,Critical,Work at Height,Roof Work,Rooftop,Fragile Surface,No Fall Arrest System,Fall From Height,Synthetic,No
1228,"Minor pothole noted in parking area, reported for repair",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1229,Worker entered tank without atmospheric gas testing,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1230,Cutting torch used near open flammable liquid without isolation,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
1231,"Minor spill near break room refrigerator, cleaned promptly",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
1232,Excavation work carried out without protective shoring system,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1233,"Speed bump sign found faded in parking lot, replaced",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1234,Worker entered unshored trench deeper than 1.5 meters,1,Critical,Excavation,Excavation Work,Pipeline Trench,Trench Collapse,No Shoring Installed,Burial/Suffocation,Synthetic,No
1235,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1236,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1237,Valve opened on pressurized line without depressurizing first,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1238,Scaffold used without completion tag or inspection sign-off,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
1239,"Attendance register missing signature, corrected same day",0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1240,Worker climbed scaffold without securing safety harness,1,Critical,Work at Height,Working at Height,Scaffold Area,Fall Hazard,Harness Not Anchored,Fall From Height,Synthetic,No
1241,Substation cable tested without confirming de-energization,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
1242,Padlock and tag missing on isolated breaker during panel repair,1,Critical,Energy Isolation,Electrical Maintenance,Production Area,Electrical Energy,LOTO Not Applied,Electrocution,Synthetic,No
1243,Paper waste bin overflowing near workstation,0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1244,"Minor scrape while unpacking material crate, first aid applied",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1245,Forklift reversed without a spotter in congested yard area,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
1246,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1247,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1248,Substation cable tested without confirming de-energization,1,Critical,Energy Isolation,Electrical Maintenance,Substation,High Voltage Line,Isolation Point Skipped,Electrocution,Synthetic,No
1249,"Cable lying on office floor, minor trip hazard noted",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1250,Driver showed signs of fatigue during long haul transport run,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1251,Minor scheduling delay reported during safety training session,0,Low,None,Training Session,Training Room,None,None,No Injury,Synthetic,No
1252,"Worker sustained minor cut while handling tools, first aid given",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1253,Valve opened on pressurized line without depressurizing first,1,Critical,Energy Isolation,Pressure Testing,Process Unit,Pressurized System,Isolation Not Verified,Explosion/Rupture,Synthetic,No
1254,"Coffee machine leak observed in break room, reported for repair",0,Low,None,Break Room Activity,Break Room,Minor Hygiene Issue,None,No Injury,Synthetic,No
1255,Employee reported minor splinter while handling wooden pallet,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1256,Minor signage fading observed during routine walkthrough,0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1257,Small bruise reported after minor bump against equipment,0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1258,Load lifted without verifying rigging certification,1,Critical,Line of Fire,Lifting Operations,Yard,Overhead Crane,Load Chart Exceeded,Structural Failure,Synthetic,No
1259,Forklift reversed without a spotter in congested yard area,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
1260,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1261,"Minor scrape while unpacking material crate, first aid applied",0,Low,None,General Maintenance,Workshop,Minor Cut Hazard,None,First Aid Case,Synthetic,No
1262,Machine guard removed while equipment was still running,1,Critical,Machine Guarding,Machine Operation,Workshop,Rotating Equipment,Guard Removed,Amputation,Synthetic,No
1263,Welding started near flammable material without hot work permit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
1264,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1265,"Minor food spillage near canteen counter, cleaned promptly",0,Low,None,Housekeeping,Canteen,Wet Floor,Warning Sign Missing,Minor Slip,Synthetic,No
1266,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1267,Truck reversed without spotter near active work zone,1,Critical,Safe Driving,Vehicle Operation,Site Road,Moving Vehicle,Seatbelt Not Worn,Vehicle Collision,Synthetic,No
1268,"Vehicle parked slightly outside marked bay, corrected on observation",0,Low,None,Parking Area,Parking Lot,Minor Obstruction,None,No Injury,Synthetic,No
1269,Worker positioned under partially demolished structure during work,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1270,Minor dust accumulation observed on warehouse shelving,0,Low,None,Warehouse Operations,Warehouse,Stacked Material,Proper Stacking Missed,Minor Injury,Synthetic,No
1271,"Chair wheel slightly loose, reported for maintenance",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1272,"Small water spill near pantry area, promptly cleaned",0,Low,None,Housekeeping,Office,Slip Hazard,None,Minor Injury,Synthetic,No
1273,Ventilation blower switched off while worker still inside vessel,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1274,Worker entered nitrogen-purged vessel without gas test clearance,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
1275,Demolition proceeded without structural stability assessment,1,Critical,Line of Fire,Demolition Work,Construction Site,Structural Instability,Engineering Review Skipped,Structural Collapse,Synthetic,No
1276,Grinding operation performed without gas testing near process unit,1,Critical,Hot Work,Hot Work,Process Unit,Flammable Atmosphere,Gas Test Not Done,Fire/Explosion,Synthetic,No
1277,Forklift reversed without a spotter in congested yard area,1,Critical,Line of Fire,Mobile Equipment,Yard,Reversing Vehicle,Spotter Absent,Struck-By Injury,Synthetic,No
1278,"Minor clutter observed near store room shelving, cleared promptly",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
1279,Loose stationery observed on office desk,0,Low,None,Office Work,Office,Ergonomic,None,Minor Discomfort,Synthetic,No
1280,"Minor clutter observed near store room shelving, cleared promptly",0,Low,None,Store Room Activity,Store Room,Minor Clutter,None,No Injury,Synthetic,No
1281,Worker fell overboard without personal flotation device worn,1,Critical,Line of Fire,Diving/Marine Operations,Offshore Site,Underwater Hazard,Communication Loss,Drowning,Synthetic,No
1282,Contractor entered underground pit without confined space permit,1,Critical,Confined Space,Tank Entry,Tank Farm,Toxic Atmosphere,Gas Testing Skipped,Asphyxiation,Synthetic,No
1283,"Routine inspection found minor housekeeping gap, closed same day",0,Low,None,Inspection Round,Plant Area,Housekeeping,None,No Injury,Synthetic,No
1284,Worker entered nitrogen-purged vessel without gas test clearance,1,Critical,Confined Space,Vessel Cleaning,Process Unit,Inert Atmosphere,Attendant Not Present,Asphyxiation,Synthetic,No
